_id,word1,word2
6942,አረጋግጥ,Mirkaneessi -  Verify (ICT የኮምፒውተር ቃላት - ICT Jechoota Kompitara)
6943,አራሚ,Yaalaa -  Debugger (ICT የኮምፒውተር ቃላት - ICT Jechoota Kompitara)
6944,አራግፍ,Diigi -  Deinstall (ICT የኮምፒውተር ቃላት - ICT Jechoota Kompitara)
6945,አራግፍ,Diigi -  Uninstall (ICT የኮምፒውተር ቃላት - ICT Jechoota Kompitara)
6946,አራግፍ,Gati -  Dump (ICT የኮምፒውተር ቃላት - ICT Jechoota Kompitara)
6947,አርማ,Asxaa -  Logo (ICT የኮምፒውተር ቃላት - ICT Jechoota Kompitara)
6948,አርም,Yaali -  Debug (ICT የኮምፒውተር ቃላት - ICT Jechoota Kompitara)
6949,አርታኢ,Gulaalaa -  Editor (ICT የኮምፒውተር ቃላት - ICT Jechoota Kompitara)
6950,አርትእ,Gulaali -  Edit (ICT የኮምፒውተር ቃላት - ICT Jechoota Kompitara)
6951,አርኪ,Arkii -  Archie (ICT የኮምፒውተር ቃላት - ICT Jechoota Kompitara)
6952,አሸልብ,Riphi -  Hibernate (ICT የኮምፒውተር ቃላት - ICT Jechoota Kompitara)
6953,አሽቃቢ,Olaa -  Ascender (ICT የኮምፒውተር ቃላት - ICT Jechoota Kompitara)
6954,አቀማመጥ,Iddoo -  Location (ICT የኮምፒውተር ቃላት - ICT Jechoota Kompitara)
6955,አቀማመጥ,Qubannoo -  Position (ICT የኮምፒውተር ቃላት - ICT Jechoota Kompitara)
6956,አቀማመጥ,Teessuma -  Layout (ICT የኮምፒውተር ቃላት - ICT Jechoota Kompitara)
6957,አቀባዊ,Sarjaa -  Vertical (ICT የኮምፒውተር ቃላት - ICT Jechoota Kompitara)
6958,አቀናባሪ,Kompaayilerii -  Compiler (ICT የኮምፒውተር ቃላት - ICT Jechoota Kompitara)
6959,አቀናብር,Rogeessa -  Compile (ICT የኮምፒውተር ቃላት - ICT Jechoota Kompitara)
6960,አቀጣጥል,Diraa -  Concatenation (ICT የኮምፒውተር ቃላት - ICT Jechoota Kompitara)
6961,አቁም,Dhaabi -  Kill (ICT የኮምፒውተር ቃላት - ICT Jechoota Kompitara)
6962,አቁም,Dhaabi -  Stop (ICT የኮምፒውተር ቃላት - ICT Jechoota Kompitara)
6963,አቃፊ,Ukaankaa -  Folder (ICT የኮምፒውተር ቃላት - ICT Jechoota Kompitara)
6964,አቅራቢ,Dheemshaa -  Supplier (ICT የኮምፒውተር ቃላት - ICT Jechoota Kompitara)
6965,አቅጣጫ,Qixa -  Direction (ICT የኮምፒውተር ቃላት - ICT Jechoota Kompitara)
6966,አቆይ,Kaa’i -  Keep (ICT የኮምፒውተር ቃላት - ICT Jechoota Kompitara)
6967,አቋራጭ,Qaxxaamura -  Shortcut (ICT የኮምፒውተር ቃላት - ICT Jechoota Kompitara)
6968,አባላት,Miseensota -  Members (ICT የኮምፒውተር ቃላት - ICT Jechoota Kompitara)
6969,አባል,Maalimaa -  Element (ICT የኮምፒውተር ቃላት - ICT Jechoota Kompitara)
6970,አባሪ,Miltoo -  Attachment (ICT የኮምፒውተር ቃላት - ICT Jechoota Kompitara)
6971,አባዛ,Baayyisuu -  Duplicate (ICT የኮምፒውተር ቃላት - ICT Jechoota Kompitara)
6972,አብረቅራቂ,Waraqaa Cululuqaa -  Glossy Finish (ICT የኮምፒውተር ቃላት - ICT Jechoota Kompitara)
6973,አብነት,Miseensa -  Instance (ICT የኮምፒውተር ቃላት - ICT Jechoota Kompitara)
6974,አብጅ,Maamileesi -  Customize (ICT የኮምፒውተር ቃላት - ICT Jechoota Kompitara)
6975,አቦዝን,Dhaamsi -  Disable (ICT የኮምፒውተር ቃላት - ICT Jechoota Kompitara)
6976,አቦዝን,Kaka’uumsala -  Deactivate (ICT የኮምፒውተር ቃላት - ICT Jechoota Kompitara)
6977,አተኩር,Xiyyeeffadhu -  Focus (ICT የኮምፒውተር ቃላት - ICT Jechoota Kompitara)
6978,አታሚ,Maxxansaa -  Printer (ICT የኮምፒውተር ቃላት - ICT Jechoota Kompitara)
6979,አትላክ,Dhaamsa Dhiisi -  Cancel Message (ICT የኮምፒውተር ቃላት - ICT Jechoota Kompitara)
6980,አትም,Maxxansi -  Print (ICT የኮምፒውተር ቃላት - ICT Jechoota Kompitara)
6981,አትቀበል,Gati -  Reject (ICT የኮምፒውተር ቃላት - ICT Jechoota Kompitara)
6982,አትደብቅ,Mul’isi -  Unhide (ICT የኮምፒውተር ቃላት - ICT Jechoota Kompitara)
6983,አትገድብ,Hinmarin -  No Wrap (ICT የኮምፒውተር ቃላት - ICT Jechoota Kompitara)
6984,አቻ,Walsimaa -  Match (ICT የኮምፒውተር ቃላት - ICT Jechoota Kompitara)
6985,አቻነት,Qixeenya -  Parity (ICT የኮምፒውተር ቃላት - ICT Jechoota Kompitara)
6986,አነስተኛ,Xiqqaa -  Less (ICT የኮምፒውተር ቃላት - ICT Jechoota Kompitara)
6987,አኑር,Kaayi -  Drop (ICT የኮምፒውተር ቃላት - ICT Jechoota Kompitara)
6988,አናሎግ,Walfaantii -  Analog (ICT የኮምፒውተር ቃላት - ICT Jechoota Kompitara)
6989,አናት,Irra -  Top (ICT የኮምፒውተር ቃላት - ICT Jechoota Kompitara)
6990,አንም,Sochii Fakkeessi -  Animate (ICT የኮምፒውተር ቃላት - ICT Jechoota Kompitara)
6991,አንሳ,Kaasi -  Pick (ICT የኮምፒውተር ቃላት - ICT Jechoota Kompitara)
6992,አንቀሳቃሽ,Ooftuu -  Driver (ICT የኮምፒውተር ቃላት - ICT Jechoota Kompitara)
6993,አንቀሳቅስ,Siqsi -  Move (ICT የኮምፒውተር ቃላት - ICT Jechoota Kompitara)
6994,አንቀፅ,Keewwata -  Paragraph (ICT የኮምፒውተር ቃላት - ICT Jechoota Kompitara)
6995,አንቃ,Dandeessisi -  Enable (ICT የኮምፒውተር ቃላት - ICT Jechoota Kompitara)
6996,አንብብ,Dubbisi -  Read (ICT የኮምፒውተር ቃላት - ICT Jechoota Kompitara)
6997,አንጓ,Guduunfaa -  Node (ICT የኮምፒውተር ቃላት - ICT Jechoota Kompitara)
6998,አንጻፊ,Oofuu -  Drive (ICT የኮምፒውተር ቃላት - ICT Jechoota Kompitara)
6999,አንፏቅ,Tuqiiqa -  Nudge (ICT የኮምፒውተር ቃላት - ICT Jechoota Kompitara)
7000,አከማች,Kuusi -  Store (ICT የኮምፒውተር ቃላት - ICT Jechoota Kompitara)
7001,አከርካሪ,Irdaa(Irree+Cimdaa) -  Backbone (ICT የኮምፒውተር ቃላት - ICT Jechoota Kompitara)
7002,አከናውን,Waa Gochuu -  Carry Out An Action (ICT የኮምፒውተር ቃላት - ICT Jechoota Kompitara)
7003,አካባቢ,Qeeyyaa -  Environment (ICT የኮምፒውተር ቃላት - ICT Jechoota Kompitara)
7004,አካባቢነት,Biyyoomsuu -  Localization (ICT የኮምፒውተር ቃላት - ICT Jechoota Kompitara)
7005,አካታች,Qarqaba -  Package (ICT የኮምፒውተር ቃላት - ICT Jechoota Kompitara)
7006,አካፍል,Qoodi -  Divide (ICT የኮምፒውተር ቃላት - ICT Jechoota Kompitara)
7007,አክል,Ida’i -  Add (ICT የኮምፒውተር ቃላት - ICT Jechoota Kompitara)
7008,አወዳድር,Waliin Madaali -  Compare (ICT የኮምፒውተር ቃላት - ICT Jechoota Kompitara)
7009,አዋህድ,Maki -  Combine (ICT የኮምፒውተር ቃላት - ICT Jechoota Kompitara)
7010,አዋህድ,Maki -  Merge (ICT የኮምፒውተር ቃላት - ICT Jechoota Kompitara)
7011,አዋቂ,Masaka -  Wizard (ICT የኮምፒውተር ቃላት - ICT Jechoota Kompitara)
7012,አውርድ,Naqadhu -  Download (ICT የኮምፒውተር ቃላት - ICT Jechoota Kompitara)
7013,አውድም,Miidhi -  Damage (ICT የኮምፒውተር ቃላት - ICT Jechoota Kompitara)
7014,አውጣ,Bakkaa Baasi -  Check Out (ICT የኮምፒውተር ቃላት - ICT Jechoota Kompitara)
7015,አዎ,Yaa -  Yes (ICT የኮምፒውተር ቃላት - ICT Jechoota Kompitara)
7016,አዘምን,Haaromsi -  Update (ICT የኮምፒውተር ቃላት - ICT Jechoota Kompitara)
7017,አዘራዘር,Addaan Fageenya -  Spacing (ICT የኮምፒውተር ቃላት - ICT Jechoota Kompitara)
7018,አዘቦት,Guyya Hojii -  Weekday (ICT የኮምፒውተር ቃላት - ICT Jechoota Kompitara)
7019,አዘጋጅ,Qindeessi -  Set (ICT የኮምፒውተር ቃላት - ICT Jechoota Kompitara)
7020,አዘጋጅ,Qopheessi -  Prepare (ICT የኮምፒውተር ቃላት - ICT Jechoota Kompitara)
7021,አዘጋግ,Cufuu -  Shutdown (ICT የኮምፒውተር ቃላት - ICT Jechoota Kompitara)
7022,አዘግይ,Turiinsa -  Delay (ICT የኮምፒውተር ቃላት - ICT Jechoota Kompitara)
7023,አዛምድ,Firoomsi -  Match (ICT የኮምፒውተር ቃላት - ICT Jechoota Kompitara)
7024,አዝማሚያ,Adeemsa -  Trend (ICT የኮምፒውተር ቃላት - ICT Jechoota Kompitara)
7025,አዝራር,Qabduu -  Button (ICT የኮምፒውተር ቃላት - ICT Jechoota Kompitara)
7026,አያያዥ,Kornyoo -  Connector (ICT የኮምፒውተር ቃላት - ICT Jechoota Kompitara)
7027,አያይዝ,Miiltessi -  Attach (ICT የኮምፒውተር ቃላት - ICT Jechoota Kompitara)
7028,አያይዝ,Walindhi -  Connect (ICT የኮምፒውተር ቃላት - ICT Jechoota Kompitara)
7029,አይሰራም,Balla’aa -  Down (ICT የኮምፒውተር ቃላት - ICT Jechoota Kompitara)
7030,አይነታ,Amala -  Attribute (ICT የኮምፒውተር ቃላት - ICT Jechoota Kompitara)
7031,አዳጊአናሽ,Hangii -  Sizable (ICT የኮምፒውተር ቃላት - ICT Jechoota Kompitara)
7032,አድህር,Irra Deebii -  Revert (ICT የኮምፒውተር ቃላት - ICT Jechoota Kompitara)
7033,አድል,Tamsaasi -  Distribute (ICT የኮምፒውተር ቃላት - ICT Jechoota Kompitara)
7034,አድማቂ,Shoolaa -  Highlighter (ICT የኮምፒውተር ቃላት - ICT Jechoota Kompitara)
7035,አድምቅ,Yabbuu -  Bold (ICT የኮምፒውተር ቃላት - ICT Jechoota Kompitara)
7036,አድስ,Haaromsi -  Refresh (ICT የኮምፒውተር ቃላት - ICT Jechoota Kompitara)
7037,አድራሻ,Teessoo -  Address (ICT የኮምፒውተር ቃላት - ICT Jechoota Kompitara)
7038,አድዌር,Mosdhaa -  Adware (ICT የኮምፒውተር ቃላት - ICT Jechoota Kompitara)
7039,አዶ,Sajoo -  Icon (ICT የኮምፒውተር ቃላት - ICT Jechoota Kompitara)
7040,አገልጋይ,Kaadima -  Server (ICT የኮምፒውተር ቃላት - ICT Jechoota Kompitara)
7041,አገባብ,Caasima -  Syntax (ICT የኮምፒውተር ቃላት - ICT Jechoota Kompitara)
7042,አገናኝ,Geessituu -  Link (ICT የኮምፒውተር ቃላት - ICT Jechoota Kompitara)
7043,አገናኝ,Walqaba -  Join (ICT የኮምፒውተር ቃላት - ICT Jechoota Kompitara)
7044,አጉሊ,Guddeessaa -  Magnifier (ICT የኮምፒውተር ቃላት - ICT Jechoota Kompitara)
7045,አጉላ,Faaran Guddisi -  Zoom In (ICT የኮምፒውተር ቃላት - ICT Jechoota Kompitara)
7046,አጉላ,Guddisi -  Zoom (ICT የኮምፒውተር ቃላት - ICT Jechoota Kompitara)
7047,አጋቦ,Walqixxeessuu -  Flush (ICT የኮምፒውተር ቃላት - ICT Jechoota Kompitara)
7048,አጌት,Ageetii -  Agate (ICT የኮምፒውተር ቃላት - ICT Jechoota Kompitara)
7049,አግብር,Kakaasi -  Activate (ICT የኮምፒውተር ቃላት - ICT Jechoota Kompitara)
7050,አግድ,Saamsi -  Block (ICT የኮምፒውተር ቃላት - ICT Jechoota Kompitara)
7051,አግድመት,Surdala -  Horizontal (ICT የኮምፒውተር ቃላት - ICT Jechoota Kompitara)
7052,አጎዳኝ,Firoomsi -  Associate (ICT የኮምፒውተር ቃላት - ICT Jechoota Kompitara)
7053,አጠራቅሜ,Kuufataa -  Accumulator (ICT የኮምፒውተር ቃላት - ICT Jechoota Kompitara)
7054,አጠናቅ,Xumuri -  Complete (ICT የኮምፒውተር ቃላት - ICT Jechoota Kompitara)
7055,አጠጋጋ,Dhippisuu -  Condense (ICT የኮምፒውተር ቃላት - ICT Jechoota Kompitara)
7056,አጣምሬ,Koronyaa -  Linker (ICT የኮምፒውተር ቃላት - ICT Jechoota Kompitara)
7057,አጥፋ,Dhaamsi -  Turn Off (ICT የኮምፒውተር ቃላት - ICT Jechoota Kompitara)
7058,አጥፋ,Haqi -  Erase (ICT የኮምፒውተር ቃላት - ICT Jechoota Kompitara)
7059,አጨንግፍ,Kuti -  Abort (ICT የኮምፒውተር ቃላት - ICT Jechoota Kompitara)
7060,አጫውት,Taphachiisi -  Play (ICT የኮምፒውተር ቃላት - ICT Jechoota Kompitara)
7061,አፅንኦት,Xiyyeefannaa -  Emphasis (ICT የኮምፒውተር ቃላት - ICT Jechoota Kompitara)
7062,አፅዳ,Qulqulleessi -  Clear1 (ICT የኮምፒውተር ቃላት - ICT Jechoota Kompitara)
7063,አፈፃፀም,Hujjeeffama -  Performance (ICT የኮምፒውተር ቃላት - ICT Jechoota Kompitara)
7064,አፍዝ,Golgola -  Dim (ICT የኮምፒውተር ቃላት - ICT Jechoota Kompitara)
7065,ኡደት,Maroo -  Cycle (ICT የኮምፒውተር ቃላት - ICT Jechoota Kompitara)
7066,ዓለማቀፋዊነት,Addunyeessuu -  Internationalization (ICT የኮምፒውተር ቃላት - ICT Jechoota Kompitara)
7067,ዓመት,Waggaa -  Year (ICT የኮምፒውተር ቃላት - ICT Jechoota Kompitara)
7068,ዓመትባል,Ayyaaneffannaa -  Anniversary (ICT የኮምፒውተር ቃላት - ICT Jechoota Kompitara)
7069,ኣስቀድም,Duratti Fidi -  Bring To Front (ICT የኮምፒውተር ቃላት - ICT Jechoota Kompitara)
7070,ኣረጋግጥ,Dhugoomsuu -  Authenticate (ICT የኮምፒውተር ቃላት - ICT Jechoota Kompitara)
7071,ዓረፍተሐሳብ,Hima -  Statement (ICT የኮምፒውተር ቃላት - ICT Jechoota Kompitara)
7072,ዓይነት,Akaakuu -  Type (ICT የኮምፒውተር ቃላት - ICT Jechoota Kompitara)
7073,ዓይነት,Maalimaa -  Item (ICT የኮምፒውተር ቃላት - ICT Jechoota Kompitara)
7074,ኤሊት,Eliitii -  Elite (ICT የኮምፒውተር ቃላት - ICT Jechoota Kompitara)
7075,ኤልአይኤስ,Lis -  Lis (ICT የኮምፒውተር ቃላት - ICT Jechoota Kompitara)
7076,ኤንቨሎፕ,Batergaalee -  Envelopes (ICT የኮምፒውተር ቃላት - ICT Jechoota Kompitara)
7077,ኤኤስፒ,Asp -  Asp (ICT የኮምፒውተር ቃላት - ICT Jechoota Kompitara)
7078,ኤክስፕሎረር,Aloolaa -  Explorer (ICT የኮምፒውተር ቃላት - ICT Jechoota Kompitara)
7079,ኤቪአይ,Avi -  Avi (ICT የኮምፒውተር ቃላት - ICT Jechoota Kompitara)
7080,እለታዊ,Guyyaan -  Daily (ICT የኮምፒውተር ቃላት - ICT Jechoota Kompitara)
7081,እለት,Guyyaa -  Day (ICT የኮምፒውተር ቃላት - ICT Jechoota Kompitara)
7082,እልባት,Alaabaa Dhaabii -  Flag (ICT የኮምፒውተር ቃላት - ICT Jechoota Kompitara)
7083,እልባት,Toorbarruu -  Bookmark (ICT የኮምፒውተር ቃላት - ICT Jechoota Kompitara)
7084,እምቅ,Rukkina Cimaa -  High Density (ICT የኮምፒውተር ቃላት - ICT Jechoota Kompitara)
7085,እሰር,Dhaabi -  Freeze (ICT የኮምፒውተር ቃላት - ICT Jechoota Kompitara)
7086,እሴት,Gatii -  Value (ICT የኮምፒውተር ቃላት - ICT Jechoota Kompitara)
7087,እርማት,Sirreessa -  Correction (ICT የኮምፒውተር ቃላት - ICT Jechoota Kompitara)
7088,እርስበርስ,Wal -  Each Other (ICT የኮምፒውተር ቃላት - ICT Jechoota Kompitara)
7089,እነማ,Sochii Fakkinaa -  Animation (ICT የኮምፒውተር ቃላት - ICT Jechoota Kompitara)
7090,እና,Fi -  Ampersand (ICT የኮምፒውተር ቃላት - ICT Jechoota Kompitara)
7091,እንሰት,Faaraan Xinneessuu -  Zoom Out (ICT የኮምፒውተር ቃላት - ICT Jechoota Kompitara)
7092,እንቢበል,Diddaa -  Dismiss (ICT የኮምፒውተር ቃላት - ICT Jechoota Kompitara)
7093,እንደራሴ,Iddomsa -  Delegate (ICT የኮምፒውተር ቃላት - ICT Jechoota Kompitara)
7094,ዕውቅያ,Qunnamtii -  Contact (ICT የኮምፒውተር ቃላት - ICT Jechoota Kompitara)
7095,እይ,Laali -  See (ICT የኮምፒውተር ቃላት - ICT Jechoota Kompitara)
7096,እዳሰነዳ,Kanfaltii -  Billing (ICT የኮምፒውተር ቃላት - ICT Jechoota Kompitara)
7097,እጀታ,Qabannoo -  Handle (ICT የኮምፒውተር ቃላት - ICT Jechoota Kompitara)
7098,እጅብታ,Tuuchaa -  Cluster (ICT የኮምፒውተር ቃላት - ICT Jechoota Kompitara)
7099,እገዛ,Deeggarsa -  Support (ICT የኮምፒውተር ቃላት - ICT Jechoota Kompitara)
7100,እገዛ,Gargaarsa -  Help (ICT የኮምፒውተር ቃላት - ICT Jechoota Kompitara)
7101,እጠር,Marsi -  Enclose (ICT የኮምፒውተር ቃላት - ICT Jechoota Kompitara)
7102,ኦሪጅናሌ,Xabboo -  Original (ICT የኮምፒውተር ቃላት - ICT Jechoota Kompitara)
7103,ከላይ,Gubbarraa -  From Top (ICT የኮምፒውተር ቃላት - ICT Jechoota Kompitara)
7104,ከልስ,Keeddeebii -  Review (ICT የኮምፒውተር ቃላት - ICT Jechoota Kompitara)
7105,ከርክም,Soofuu -  Crop (ICT የኮምፒውተር ቃላት - ICT Jechoota Kompitara)
7106,ከተማ,Magaalaa -  City (ICT የኮምፒውተር ቃላት - ICT Jechoota Kompitara)
7107,ከጽሁፍ,Barruurraa -  From Text (ICT የኮምፒውተር ቃላት - ICT Jechoota Kompitara)
7108,ከፍ,Ol’aanaa -  High (ICT የኮምፒውተር ቃላት - ICT Jechoota Kompitara)
7109,ከፍተኛ,Olaa -  Max (ICT የኮምፒውተር ቃላት - ICT Jechoota Kompitara)
7110,ከፍታ,Hojjaa -  Height (ICT የኮምፒውተር ቃላት - ICT Jechoota Kompitara)
7111,ኩሪየር,Koriyeeriii -  Courier (ICT የኮምፒውተር ቃላት - ICT Jechoota Kompitara)
7112,ኩባንያ,Kuubbaaniyaa -  Company (ICT የኮምፒውተር ቃላት - ICT Jechoota Kompitara)
7113,ኩብ,Kuubii -  Cube (ICT የኮምፒውተር ቃላት - ICT Jechoota Kompitara)
7114,ኩኪ,Kuukii -  Cookie (ICT የኮምፒውተር ቃላት - ICT Jechoota Kompitara)
7115,ካሜራ,Kaameraa -  Camera (ICT የኮምፒውተር ቃላት - ICT Jechoota Kompitara)
7116,ካስማ,Irkataa -  Benchmark (ICT የኮምፒውተር ቃላት - ICT Jechoota Kompitara)
7117,ካታሎግ,Galaalee -  Catalog (ICT የኮምፒውተር ቃላት - ICT Jechoota Kompitara)
7118,ኬላ,Dallawa Cimdaa -  Firewall (ICT የኮምፒውተር ቃላት - ICT Jechoota Kompitara)
7119,ክሊፐር,Muraa -  Clipper (ICT የኮምፒውተር ቃላት - ICT Jechoota Kompitara)
7120,ክልሎች,Bakka Murtaa’aa -  Regions (ICT የኮምፒውተር ቃላት - ICT Jechoota Kompitara)
7121,ክምር,Guchoo -  Heap (ICT የኮምፒውተር ቃላት - ICT Jechoota Kompitara)
7122,ክምችት,Bu’ata -  Collection (ICT የኮምፒውተር ቃላት - ICT Jechoota Kompitara)
7123,ክስተት,Mudata -  Event (ICT የኮምፒውተር ቃላት - ICT Jechoota Kompitara)
7124,ክር,Haadojii -  Thread (ICT የኮምፒውተር ቃላት - ICT Jechoota Kompitara)
7125,ክብ,Geengoo -  Circle (ICT የኮምፒውተር ቃላት - ICT Jechoota Kompitara)
7126,ክተት,Idaatii -  Embed (ICT የኮምፒውተር ቃላት - ICT Jechoota Kompitara)
7127,ክትትል,Hordoffii -  Follow Up (ICT የኮምፒውተር ቃላት - ICT Jechoota Kompitara)
7128,ክንውን,Hojii -  Task (ICT የኮምፒውተር ቃላት - ICT Jechoota Kompitara)
7129,ክወና,Dalaga -  Operation (ICT የኮምፒውተር ቃላት - ICT Jechoota Kompitara)
7130,ክፈት,Bani -  Open (ICT የኮምፒውተር ቃላት - ICT Jechoota Kompitara)
7131,ክፈፍ,Goodayyaa -  Frame (ICT የኮምፒውተር ቃላት - ICT Jechoota Kompitara)
7132,ክፈፍ,Handaara -  Border (ICT የኮምፒውተር ቃላት - ICT Jechoota Kompitara)
7133,ክፍል,Kutaa -  Department (ICT የኮምፒውተር ቃላት - ICT Jechoota Kompitara)
7134,ክፍል,Kutaa -  Section (ICT የኮምፒውተር ቃላት - ICT Jechoota Kompitara)
7135,ክፍልፋይ,Entaa -  Fraction (ICT የኮምፒውተር ቃላት - ICT Jechoota Kompitara)
7136,ክፍልፍል,Hirama -  Partition (ICT የኮምፒውተር ቃላት - ICT Jechoota Kompitara)
7137,ክፍልፍል,Qabeentaa -  Volume2 (ICT የኮምፒውተር ቃላት - ICT Jechoota Kompitara)
7138,ክፍተት,Addaan Fageenya -  Gap (ICT የኮምፒውተር ቃላት - ICT Jechoota Kompitara)
7139,ኮምፒውተሬ,Kompitara Koo -  My Computer (ICT የኮምፒውተር ቃላት - ICT Jechoota Kompitara)
7140,ኮምፒውተር,Kompitara -  Computer (ICT የኮምፒውተር ቃላት - ICT Jechoota Kompitara)
7141,ኮር,Killayyaa -  Core (ICT የኮምፒውተር ቃላት - ICT Jechoota Kompitara)
7142,ኮንሶል,Bugaatoo -  Console (ICT የኮምፒውተር ቃላት - ICT Jechoota Kompitara)
7143,ኮከቢት,Urjoo -  Asterisk (ICT የኮምፒውተር ቃላት - ICT Jechoota Kompitara)
7144,ኮዴክ,Xiguu -  Codec (ICT የኮምፒውተር ቃላት - ICT Jechoota Kompitara)
7145,ኮድ,Lakkaddaa -  Code (ICT የኮምፒውተር ቃላት - ICT Jechoota Kompitara)
7146,ወላጅ,Haadhoo -  Parent (ICT የኮምፒውተር ቃላት - ICT Jechoota Kompitara)
7147,ወላጅማውጫ,Galeeloo Haadhoo -  Parent Directory (ICT የኮምፒውተር ቃላት - ICT Jechoota Kompitara)
7148,ወሰን,Handaaraa -  Border (ICT የኮምፒውተር ቃላት - ICT Jechoota Kompitara)
7149,ወረቀት,Waraqaa -  Paper (ICT የኮምፒውተር ቃላት - ICT Jechoota Kompitara)
7150,ወረፋ,Hiriira -  Queue (ICT የኮምፒውተር ቃላት - ICT Jechoota Kompitara)
7151,ወርድ,Yabbina -  Width (ICT የኮምፒውተር ቃላት - ICT Jechoota Kompitara)
7152,ወንፊት,Gingilchaa -  Filter (ICT የኮምፒውተር ቃላት - ICT Jechoota Kompitara)
7153,ወኪል,Iddoomaa -  Agent (ICT የኮምፒውተር ቃላት - ICT Jechoota Kompitara)
7154,ወካይ,Mallattoo -  Symbol (ICT የኮምፒውተር ቃላት - ICT Jechoota Kompitara)
7155,ወደ...ሂድ,Gara... Deemi -  Goto (ICT የኮምፒውተር ቃላት - ICT Jechoota Kompitara)
7156,ወደኋላ,Duuba -  Back (ICT የኮምፒውተር ቃላት - ICT Jechoota Kompitara)
7157,ወደብ,Buufata -  Port (ICT የኮምፒውተር ቃላት - ICT Jechoota Kompitara)
7158,ወደፊት,Fuuldura -  Forward (ICT የኮምፒውተር ቃላት - ICT Jechoota Kompitara)
7159,ዋቢ,Eeraa -  Citation (ICT የኮምፒውተር ቃላት - ICT Jechoota Kompitara)
7160,ዋና,Hundataa -  Master (ICT የኮምፒውተር ቃላት - ICT Jechoota Kompitara)
7161,ውሂብ,Deetaa -  Data (ICT የኮምፒውተር ቃላት - ICT Jechoota Kompitara)
7162,ውስብስብ,Xaxaa -  Complex (ICT የኮምፒውተር ቃላት - ICT Jechoota Kompitara)
7163,ውቀር,Qindeessuu -  Configure (ICT የኮምፒውተር ቃላት - ICT Jechoota Kompitara)
7164,ውቅረት,Qindaayina -  Configuration (ICT የኮምፒውተር ቃላት - ICT Jechoota Kompitara)
7165,ውይይት,Marii -  Discussion (ICT የኮምፒውተር ቃላት - ICT Jechoota Kompitara)
7166,ውድመት,Miidhaa -  Damage (ICT የኮምፒውተር ቃላት - ICT Jechoota Kompitara)
7167,ውጣ,Ba’i -  Log Off (ICT የኮምፒውተር ቃላት - ICT Jechoota Kompitara)
7168,ውጣ,Bahi -  Exit (ICT የኮምፒውተር ቃላት - ICT Jechoota Kompitara)
7169,ውጤት,Bu’aa -  Result (ICT የኮምፒውተር ቃላት - ICT Jechoota Kompitara)
7170,ውጤት,Oomisha -  Product (ICT የኮምፒውተር ቃላት - ICT Jechoota Kompitara)
7171,ውጫዊ,Alaantoo -  External (ICT የኮምፒውተር ቃላት - ICT Jechoota Kompitara)
7172,ውፅአት,Bahaa -  Output (ICT የኮምፒውተር ቃላት - ICT Jechoota Kompitara)
7173,ውፍረት,Ulfina -  Weight (ICT የኮምፒውተር ቃላት - ICT Jechoota Kompitara)
7174,ዘርጋ,Baldhisi -  Expand (An Outline) (ICT የኮምፒውተር ቃላት - ICT Jechoota Kompitara)
7175,ዘርጋ,Baldhisi -  Expand (ICT የኮምፒውተር ቃላት - ICT Jechoota Kompitara)
7176,ዘርጋ,Diriirsi -  Stretch (ICT የኮምፒውተር ቃላት - ICT Jechoota Kompitara)
7177,ዘንግ,Siiqqee -  Axis (ICT የኮምፒውተር ቃላት - ICT Jechoota Kompitara)
7178,ዘንጎች,Siiqqota -  Axes (ICT የኮምፒውተር ቃላት - ICT Jechoota Kompitara)
7179,ዙሪያ,Maddii -  Around (ICT የኮምፒውተር ቃላት - ICT Jechoota Kompitara)
7180,ዛሬ,Har’a -  Today (ICT የኮምፒውተር ቃላት - ICT Jechoota Kompitara)
7181,ዛፍ,Mucha -  Tree (ICT የኮምፒውተር ቃላት - ICT Jechoota Kompitara)
7182,ዜና,Oduu -  News (ICT የኮምፒውተር ቃላት - ICT Jechoota Kompitara)
7183,ዝለል,Dhiisi -  Skip (ICT የኮምፒውተር ቃላት - ICT Jechoota Kompitara)
7184,ዝለል,Utaali -  Jump (ICT የኮምፒውተር ቃላት - ICT Jechoota Kompitara)
7185,ዝርዝር,Bal’ina -  Detail (ICT የኮምፒውተር ቃላት - ICT Jechoota Kompitara)
7186,ዝርዝር,Tarree -  List (ICT የኮምፒውተር ቃላት - ICT Jechoota Kompitara)
7187,ዝርዝሮች,Bal’ina -  Details (ICT የኮምፒውተር ቃላት - ICT Jechoota Kompitara)
7188,ዝውውር,Jiilfaannee (Jijjiirama+Walfaanu) -  Transaction (ICT የኮምፒውተር ቃላት - ICT Jechoota Kompitara)
7189,ዝጋ,Cufi -  Close (ICT የኮምፒውተር ቃላት - ICT Jechoota Kompitara)
7190,ዝጋ,Cufi -  Hang Up (ICT የኮምፒውተር ቃላት - ICT Jechoota Kompitara)
7191,ዝጋ,Cufi -  Shut Down (ICT የኮምፒውተር ቃላት - ICT Jechoota Kompitara)
7192,ዝግታ,Suuta -  Slow (ICT የኮምፒውተር ቃላት - ICT Jechoota Kompitara)
7193,ዥረት,Yaa’a -  Stream (ICT የኮምፒውተር ቃላት - ICT Jechoota Kompitara)
7194,የኋሊት,Duubatti -  Backward (ICT የኮምፒውተር ቃላት - ICT Jechoota Kompitara)
